smiles,solubility
FC(S(=O)(=O)Nc1ccccc1)(F)F,-3.448040303
C=CCn1c(=O)oc2c1cc(Cl)cc2,-3.447549765
CC1CCN(CC1)CCCC(=O)c1ccc(cc1)F.Cl,-3.447468131
O=C(c1ccccc1)Cc1ccccc1C(=O)O,-3.44719057
O=C(c1ccccc1C(=O)O)Cc1ccccc1,-3.44719057
CCNC(c1ccccc1)Cc1ccccc1.Cl,-3.447146419
CN(C(=O)N[C@@]1([C@@H](O)C)[C@@H](N)[C@@H]([C@]([C@]1(C)O)(O)COC(=O)c1c(C)cccc1O)Nc1cccc(c1)C(=O)C)C,-3.446530341
C=CCc1cc(Cl)ccc1OCC(CO)O,-3.44504985
C=CCc1cccc(c1OCC(CO)O)Cl,-3.44504985
C#CCN(CCCOc1ccc(cc1Cl)Cl)C.Cl,-3.444110953
CC[N+](CCn1c2ccccc2n(c(=O)c2c1cccc2)C)(CC)C.[I-],-3.4424975
CCN(c1c(C)n(c2ccccc2)c(=O)n(c1=O)CC)CC,-3.441702355
CCCCOc1ccc(cc1C)CC(=O)O,-3.441652155
O=C(c1ccccc1O)NC1CCCCC1,-3.440093877
CCCCCCCCCC(=O)O,-3.4400001
CCC[C@H](C1(CC)C(=O)[N-]C(=S)NC1=O)C.[Na+],-3.43985715
CCC[C@@H](C1(CC)C(=O)NC(=S)N=C1[O-])C.[Na+],-3.43985715
COc1ccccc1N1CCN(CC1)CCCC(=O)c1ccc(cc1)F,-3.439717897
Cc1cc(OCCCCCNCCSS(=O)(=O)O)nc2c1cccc2,-3.438778474
CCCc1cc(OCCCNCCSS(=O)(=O)O)nc2c1cccc2,-3.438778474
C1CCC(CC1)(N1CCCCC1)c1ccccc1.Cl,-3.438328228
C[NH+](CCCC1(c2ccccc2)[NH+](C)Cc2c1cccc2)C.[Cl-].[Cl-],-3.437984704
OCCN(CCn1c(Cc2ccccc2)nc2c1c(=O)n(C)c(=O)n2C)CC.Cl,-3.437715557
CCN(CCn1cc(c2c1cccc2)C1CCCN1C)CC.Cl.Cl,-3.437445095
CCCC(N1CCCC1)Cc1ccccc1,-3.437296437
COc1ccc2c(c1)[C@]13CCN4[C@H]1C[C@@H]1[C@@H]5[C@@H]3N2C(=O)C[C@@H]5OCC=C1C4,-3.437127783
CCNc1nc(OCC)nc(n1)CC,-3.436694073
CC(Oc1ccc(cc1)C(=O)CCN1CCCCC1)C.Cl,-3.433247922
CCCC(COC(=O)N)(COC(=O)NC(C#C)(C)C)C,-3.432673082
CN(CCOC(c1ccccc1C)c1ccccc1)C.Cl,-3.432424376
CCCCC(COC(=O)N)(COC(=O)NNC(C)C)C,-3.432078746
OS(=O)(=O)NC1CCCCC1.CC(C(c1ccccc1)(C#N)CC(N(C)C)C)C,-3.431072703
OCC(=O)[C@@]1(O)CC[C@@H]2[C@]1(C)C[C@@H](O)[C@]1([C@H]2CCC2=CC(=O)CC[C@]12C)F,-3.4300001
O=C(N(C)C)Nc1cccc(c1)C(F)(F)F,-3.4300001
O=C1C(CCN1c1ccc(cc1)C)N1CCCCC1,-3.429962431
CNCCCC1(OCc2c1cccc2)c1ccccc1.Cl,-3.429552196
COc1cc(cc(c1OC)OC)[C@H]1[C@H]2C(=O)OC[C@@H]2[C@H](c2c1cc1OCOc1c2)O,-3.427378809
CCCC(=O)N1CCN(CC1)CC=Cc1ccccc1.Cl,-3.425289631
S=C1NC(=O)C2(C(=O)N1)CCC[Si](C2)(C)C,-3.425283248
C[N+]1(CCCC[N+]2(C)CCCC2)CCCC1.[I-].[I-],-3.423758964
CN(CCC1=C(C(c2ccccn2)C)c2c(C1)cccc2)C.OC(=O)/C=C\C(=O)O,-3.423669203
CC(=O)Oc1ccccc1C(=O)Nc1ncc(s1)[N+](=O)[O-],-3.423076305
O=Cc1cc(Br)cc(c1O)Br,-3.421720322
O=c1oc2ccccc2c(c1Cc1c(=O)oc2c(c1O)cccc2)O,-3.420194735
OP(=O)(O)O.CN1CC[C@@]23[C@H]([C@H]1Cc1c3cccc1)CCCC2,-3.42008631
CCO[C@@H]1Oc2c(C1(C)C)cc(cc2)OS(=O)(=O)C,-3.4200001
CCOC(=O)[C@@]1(CCC=C[C@H]1N(C)C)c1ccccc1.Cl,-3.419247081
O=C1CC[C@]2([C@@H](C1)CC[C@@H]1[C@@H]2C(=O)C[C@]2([C@H]1CC[C@@H]2C(=O)C)C)C,-3.418758854
COCN(c1nc(nc(n1)N(COC)COC)N(COC)COC)COC,-3.418369159
OC(C(COC(=O)N)(Cl)Cl)c1ccc(cc1)Cl,-3.418103511
OC(=O)c1c2ccccc2cc2c1cccc2,-3.417409165
ClCCN(C(=O)N[C@H]1[C@@H](OC(=O)C)O[C@@H]([C@H]([C@@H]1OC(=O)C)OC(=O)C)C)N=O,-3.416578012
C[NH2+]C1CC[C@@](c2c1cccc2)(C#N)c1ccccc1.[Cl-],-3.414703101
CCN1CCC(C1)OC(=O)Nc1c(C)cccc1C,-3.414564661
CN1CCCC(C1)OC(=O)Nc1c(C)cccc1C,-3.414564661
CN1CCC(CC1)OC(=O)Nc1c(C)cccc1C,-3.414564661
Nc1ccc(cc1)S(=O)(=O)Nc1nnc(s1)C(C)C,-3.414070414
CCN[P@](=S)(O/C(=C/C(=O)OC(C)C)/C)OC,-3.4100001
CN(C1CN(C(=O)C1)c1ccccc1)CCc1ccccc1,-3.40823703
CCCC(CCC1(C)OC(=O)[N-]C1=O)C.[Na+],-3.407286616
O=C(N(c1ccccc1C(=O)N(c1ccccc1)C)C)CN1CCOCC1,-3.40683459
COc1cc(cc(c1OC)OC)C(=O)OCCCN(CCN(CCCOC(=O)c1cc(OC)c(c(c1)OC)OC)C)C,-3.404351808
[O-][N+](=O)c1ccc(s1)c1scc(n1)C(=O)O,-3.4043425
CCC1(C(=O)NC(=O)N(C1=O)CN1CCCCC1)c1ccccc1,-3.403780229
CC(N1CCN(CC1)CC(=O)N/N=C\c1ccc(o1)[N+](=O)[O-])C,-3.402466925
CCCC(C1(CC)C(=O)NC(=S)NC1=O)C,-3.402103275
CCC(C(c1ccccc1)O)(C(=O)OCC)CC,-3.401140394
Oc1ccc(cc1)Cc1ccccc1,-3.400868153
CC(=O)OCC1=C(C(=O)O)N2[C@H](SC1)[C@@H](C2=O)NC(=O)Cc1cccs1,-3.400061716
Nc1ccc2c(c1)nc1c(c2N)cccc1,-3.400024616
Nc1ccc2c(c1)nc1c(c2)cc(cc1)N,-3.400024616
CN[C@@H]1CC[C@H](c2c1cccc2)c1ccccc1.Cl,-3.400013275
CN[C@H]1CC[C@H](c2c1cccc2)c1ccccc1.Cl,-3.400013275
Cc1cc(C)cc(c1)C,-3.4000001
CN(CC/C=C/1\c2ccccc2OCc2c1cccc2)C,-3.4000001
C=CCCCCCCCCC(=O)O,-3.4000001
CCN(C(=O)SCC)C1CCCCC1,-3.4000001
Oc1nc(N)c2c(n1)nc[nH]2,-3.4000001
CCN1CCN(C(=O)C1=O)C(=O)N[C@@H](C(=O)N[C@@H]1C(=O)N2[C@@H]1SC([C@@H]2C(=O)O)(C)C)c1ccccc1,-3.398827878
O=c1[nH]c2c(o1)c(Cl)cc(c2Cl)Cl,-3.398756736
COc1cc(ccc1OC)C1CCC2N(C1)CCCC2,-3.398558635
CNC(=O)c1cc(Br)cc(c1O)C,-3.398497272
OC(C1CC1c1ccncc1)(c1ccccc1)c1ccccc1.Cl,-3.398386273
Fc1ccc(cc1)C(=O)CCCN1CCN(CC1)c1ccccn1,-3.397811385
N#CC(=NNc1ccc(cc1[N+](=O)[O-])C)C#N,-3.397559333
CCN1CCCC(C1)OC(=O)C(c1ccccc1)(c1ccccc1)O,-3.397217713
CCC(C(=O)Nc1c(C)cccc1C)N(CC)CC.Cl,-3.396279295
O=C(Nc1c(I)cc(c(c1I)C(=O)O)I)CCCCC(=O)Nc1c(I)cc(c(c1I)C(=O)O)I,-3.394058247
O=CC[C@H]1C[C@@H](C)C(=O)/C=C/C(=C/[C@@H]([C@H](OC(=O)C[C@H]([C@@H]([C@H]1O[C@@H]1O[C@H](C)[C@H]([C@@H]([C@H]1O)N(C)C)O)C)O)CC)CO)/C,-3.39306036
O=C(C(c1ccccc1)CN1CC=CC1)c1ccccc1.Cl,-3.39288383
CCCC1(CC[NH+](CC)CC)C(=O)Oc2c1cc(C)cc2.[Cl-],-3.392479792
COc1ccc(cc1Cc1cnc2c(c1C)c(N)nc(n2)N)OC,-3.391806259
CSc1c(Cl)nc(nc1N1CCN(CC1)C)Nc1ccccc1,-3.391632027
COc1ccccc1N1CCN(CC1)CCCNc1cc(=O)n(c(=O)n1C)C,-3.391249057
OC1=C(c2ccccc2)C(=O)C(=C(C1=O)c1ccccc1)O,-3.390267011
CN1Cc2c([C@@H]3[C@H]1c1cc4OCOc4cc1C[C@@H]3O)ccc1c2OCO1,-3.390173786
CCN(C(=S)SCC(=C)Cl)CC,-3.3900001
CCCCCCCC(=O)OCC,-3.3900001
CCCCCCCC(=O)OC,-3.3900001
CCCCNC(=O)NS(=O)(=O)c1ccc(cc1)C,-3.3900001
[O-][N+](=O)c1ccc(cc1)[N+](=O)[O-],-3.3900001
COc1cc(Cc2cnc(nc2N)N)cc(c1Br)OC,-3.389938825
CN(CCCC1(NCCc2c1cccc2)c1ccccc1)C,-3.389818498
OC(CN1CCN(CC1)c1ccccc1Cl)COc1ccccc1C(=O)C,-3.388431885
O=C1NCC(O1)COc1cc(C)cc(c1)C,-3.387192015
ClCCC1NC(=O)c2c(O1)cccc2,-3.387138325
c1ccc(cc1)c1nc2c([nH]1)cccc2,-3.385024882
O=C(Nc1ccccc1)OCCCN1CCCCC1C,-3.384601761
CNCCC12CC3CC(C1)CC(C2Cl)C3.Cl,-3.384562218
OC(c1ccccc1)(c1ccccc1)CCCN1CCCCC1.Cl,-3.383628348
O=C(CN1CCN(CC1)c1ccccc1)N/N=C\c1ccc(o1)[N+](=O)[O-],-3.382856377
CCCN(C(=O)C(NC(=O)c1ccccc1)CCC(=O)O)CCC,-3.3806478
CC(OC(=O)Nc1cccc(c1)Cl)C,-3.3800001
CC[C@H](c1cc(cc(c1O)[N+](=O)[O-])[N+](=O)[O-])C,-3.3800001
O=C1NC(=O)N(C1)/N=C/c1ccc(o1)[N+](=O)[O-],-3.3800001
CCCCCCCCC(=O)OC,-3.3800001
CCCCCCCCCCCNCCSS(=O)(=O)O,-3.379513291
[O-]S(=O)(=O)NC1CCCCC1.CCCC[NH+]1CCCC1c1c[nH]c2c1cccc2,-3.379387945
CCCN1CCN(CC1C(=O)Nc1ccccc1C)CCC.ON=O.ON=O,-3.379202834
CC(=O)N(c1nc(c(o1)c1ccccc1)c1ccccc1)C(=O)C,-3.378517205
CN(CCOC(c1ccccc1C)c1ccccc1)C,-3.376915641
CC1CC(C(=O)N1c1ccccc1)N1CCCCC1.Cl,-3.376139676
CCOC(=O)c1ncn2c1CN(C)C(=O)c1c2ccc(c1)F,-3.376011713
CCCCCCCCCCCCN,-3.375909703
C=CCN1CCCCC1Cc1ccccc1.Cl,-3.375746411
NC(=O)c1ccc(cc1)c1sc2c(n1)cc(cc2)C(=O)C,-3.374886111
CCN(CCn1c(nc2c1c(=O)n(c(=O)n2C)C)C(c1ccccc1)O)CC.Cl,-3.374816276
O=C(COc1ccccc1)OCCCN1CCCCC1C,-3.374571008
CCC(=O)c1ccc(cc1)OCC(CN1CCC(CC1)(O)c1ccccc1)O,-3.374236775
ON=C(c1ccccc1)c1ccccc1,-3.372678225
CC(=O)OC(COc1ccccc1C)COC(=O)C,-3.372281307
CC[NH+](CCOC(=O)c1cccc2c1cccc2)CC.[Cl-],-3.371022702
N/C(=N/C1CCCCCC1)/CSSC/C(=N/C1CCCCCC1)/N.Cl.Cl,-3.370465113
CCCc1ccccc1,-3.3699999
Fc1ccc(cc1)[C@@](c1ccccc1F)(Cn1cncn1)O,-3.3699999
CCn1cc(C(=O)O)c(=O)c2c1nc(C)cc2,-3.3699999
O[C@H]1CC[C@]2([C@H](C1)C[C@@H]([C@@H]1[C@@H]2C[C@@H](O)[C@]2([C@H]1CC[C@@H]2[C@H](CCC(=O)O)C)C)O)C,-3.3699999
CCOC(=O)C[C@@H](C(=O)OCC)SP(=S)(OC)OC,-3.3699999
Clc1cc(Cl)c(c(c1Cl)O)Cl,-3.3699999
C1CSC(S1)c1ccccc1,-3.367022524
C1CCN2C(C1)CCC(=C2)c1ccccc1,-3.366670403
CCN1CCCC(C1)OC(=O)Nc1ccc(cc1)C,-3.365807591
CCN1CCCC(C1)OC(=O)Nc1cccc(c1)C,-3.365807591
CCN1CCCC(C1)OC(=O)Nc1ccccc1C,-3.365807591
CCCOC(=O)c1ccccc1C(=O)OCCC,-3.365026701
CC(P(=O)(c1ccccc1)c1ccccc1)C,-3.362571379
Clc1ccc(cc1)SCC/N=C(/CSS(=O)(=O)O)\N,-3.362307966
O=C1CN(C(=N1)[O-])/N=C/c1ccc(o1)c1ccc(cc1)[N+](=O)[O-].[Na+],-3.362295243
CNC(=O)c1cccc(c1OC)c1ccccc1,-3.361350006
OC(=O)CCC(=O)OC(c1oc2c(c1C)cc(cc2)C1=CC(=O)OC1)C,-3.360621544
c1ccc2c(c1)ccc1c2cccn1,-3.3599999
COC(=O)Nc1[nH]c2c(n1)cc(cc2)C(=O)c1ccccc1,-3.3599999
CCC[C@@H](C1(CC)C(=O)NC(=S)NC1=O)C,-3.3599999
OCCN(c1ccc2c(n1)n(CC)c1ncccc1c(=O)[nH]2)C,-3.3599999
CN(c1nc(nc(n1)N(C)C)N(C)C)C,-3.3599999
CCCCCCn1c(=O)c2n(C)cnc2n(c1=O)C,-3.35881147
N#CC(=NNc1ccccc1Cl)C#N,-3.358100856
CCCCCCc1[nH]c2c(n1)n(C)c(=O)n(c2=O)C,-3.35768684
O=C1NCCN1/N=C/c1ccc(o1)[N+](=O)[O-],-3.357152866
COCCNc1nc2nc(nc(c2nc1C(=O)NCCOC)N)c1ccccc1,-3.356232433
NC1=NCC(O1)CSc1ccc(cc1)Cl,-3.355723557
Oc1ccc2c(c1)[C@]13CCCC[C@H]3[C@@H](C2)N(CC1)C(=O)C,-3.355063626
O=C[C@@]12CC[C@@H](C[C@@]2(O)CC[C@@H]2[C@@H]1CC[C@]1([C@]2(O)CC[C@@H]1C1=CC(=O)OC1)C)O[C@H]1C[C@H](O)[C@@H]([C@H](O1)C)O,-3.352402708
CCCCOc1c(OC)cccc1C(=O)OCC[NH2+]C(C)C.[Cl-],-3.351384652
CCCCN(C(=O)SCCC)CC,-3.3499999
CCOP(=S)(N1C(=O)c2c(C1=O)cccc2)OCC,-3.3499999
CN(C(=O)NC(c1ccccc1)(C)C)c1ccccc1,-3.3499999
CN1CCN(CC1)CCC12CC3CC(C2)CC(C1)C3.Cl.Cl,-3.349416104
CCC(c1ccnc2c1cc(O)cc2)(C1CC2CCN1C/C/2=C/C)O.Cl.Cl,-3.349411626
O=c1[nH]c2c3c1cccc3ccc2,-3.349260842
CC[NH+](CCN1C(=O)C(C)Oc2c1cc(cc2)[N+](=O)[O-])CC.[Cl-],-3.34879527
OC(COc1cccc2c1c(=O)cc(o2)C(=O)O)COc1cccc2c1c(=O)cc(o2)C(=O)O,-3.348369775
CC1CCCCN1CCCOc1ccccc1,-3.346827812
Cc1ccc(nc1)OCCCCCCN1CSCC1.Cl.Cl,-3.346803067
OCc1c(CSSCc2cnc(c(c2CO)O)C)cnc(c1O)C.Cl.Cl,-3.345961532
O=C(C(c1ccccc1)(c1ccccc1)O)OC1CC2CCC(C1)[N+]2(C)C.[I-],-3.344881088
CCN(C(C(=O)Nc1c(C)cccc1C)C)CC,-3.343560747
COC(=O)c1c(C)ccc(c1OCC(=O)OCCN(C)C)C(C)C,-3.343474229
ClCCN(C(=O)NC1CCC(CC1)COC(=O)C)N=O,-3.342989783
OC(=O)C(CC(=O)O)(CC(=O)O)O.CCOC(=O)C1(CCCN(CC1)C)c1ccccc1,-3.342698589
OC(=O)Cc1ccc2c(c1)s/c(=C\1/C=CC=C(C1=O)C)/[nH]2,-3.342631635
CCCc1cc(C)ccc1OCC(CO)O,-3.342229102
CCCc1cccc(c1OCC(CO)O)C,-3.342229102
CCCOc1ccc(cc1C)C=CC(=O)NO,-3.342206771
Oc1ccc(cc1)/C=C/C(=O)c1ccccc1O,-3.339285172
CCC1CN(C)CCC1(OC(=O)CC)c1ccccc1.Cl,-3.338609725
Cc1n(C)c(=O)n(c(=O)c1Br)Cc1ccccc1,-3.337899154
OCC(COc1ccccc1C(=O)NC1CCCCC1)O,-3.337071584
COc1ccc(cc1)CCCCN1CCSC1C.Cl,-3.336809456
COC(=O)c1c(C)ccc(c1OCC(CNC(C)C)O)C(C)C,-3.333693083
O=C1CN(C(=O)N1)/N=C/c1ccc(o1)c1ccc(cc1)[N+](=O)[O-],-3.333527422
C[NH+](CCOC(c1ccc(cc1)C)c1ccccc1)C.[Cl-],-3.333214475
C[NH+](CCOC(c1cccc(c1)C)c1ccccc1)C.[Cl-],-3.333214475
COc1ccc(cc1)C(=C)C(=O)OC1CC2CCC(C1)N2C,-3.332995024
C1CCN2C(C1)CCC(C2)c1ccccc1.Cl,-3.332866414
CC(CC1(OC(=O)[N-]C1=O)c1ccccc1)C.[Na+],-3.331417071
"O=C1C[C@@H]2OCC=C3[C@H]4[C@@H]2[C@@H]2N1c1ccccc1[C@]12CCN([C@H]1C4)C3	",-3.33
N#Cc1cc(Br)c(c(c1)Br)O,-3.3299999
N#Cc1c(O)c(Cl)c(c(c1Cl)C#N)Cl,-3.329045264
C=CCC1(C(CC)C)C(=O)NC(=S)N=C1[O-].[Na+],-3.328898163
O=C(N[C@@H]1C(=O)N2[C@@H]1SCC(=C2C(=O)O)CSc1nnc(s1)C)Cn1cnnn1,-3.327524266
CCCC(C1(CC(=C)Br)C(=O)NC(=NC1=O)[O-])C.[Na+],-3.326291059
COC(=O)NC1CCCc2c(C1)c(OC)c(c(c2)OC)OC,-3.326114111
CCN1CCCC(C1)OC(=O)Nc1ccc(cc1)C#N,-3.326107124
COc1cccc(c1)NC(=O)CN1CCCCC1,-3.326094581
COc1cc(/C=C/C(=O)CCN2CCN(CC2)c2ccccn2)cc(c1OC)OC.Cl.Cl,-3.32538479
CCCCCCCCNCCCNCCSP(=O)(O)O.CCCCCCCCNCCCNCCSP(=O)(O)O.O.O.O,-3.324323613
NC(=O)N1c2ccccc2C=Cc2c1cccc2,-3.324197911
ClCCN(c1ccc(cc1)O)CCCl,-3.324115537
Clc1cnc(c(c1)Cl)SCCCN1CSCC1.Cl,-3.32388695
CCN(CC#CCOC(=O)C(c1ccccc1)(C1CCCCC1)O)CC.Cl,-3.323834008
CC(=O)c1c[nH]c2c1cccc2,-3.323618377
ClCCN(C(=O)NC1CCCCC1)N=O,-3.322156115
ICC(=O)Nc1ccc(c(c1)O)C(=O)O,-3.321908311
O=C1C[C@@H]2OCC=C3[C@H]4[C@H]2[C@H]2N1c1ccccc1[C@@]12CCN([C@H]1C4)C3,-3.3199999
CCn1c2ncccc2c(=O)n(c2c1cccc2)C,-3.3199999
COc1ccc(cc1)C1CCN(C1=O)N1CCCCC1.Cl,-3.319325468
CCC(C1(CC(=C)Br)C(=O)NC(=NC1=O)[O-])C.[Na+],-3.318943132
CC(c1ccc(c(c1)Cl)N1CC=CC1)C(=O)O,-3.318115117
CCCCCCCCCC(NCCSS(=O)(=O)O)C,-3.317365384
O=C(c1ccncc1)N/N=C(\C(=O)O)/C,-3.316366694
CCC(c1ccc(cc1)OCC(CN1CCN(CC1)c1ccccc1)O)O,-3.315926988
O=C1[N-]C(=O)OC1(c1ccccc1)c1ccccc1.[Na+],-3.315858346
FC(C(Br)(F)F)Cl,-3.315798096
CCCc1cccc(c1O)CCC,-3.313121418
ON1CCN(CC1)C(CC12CC3CC(C2)CC(C1)C3)C.Cl.Cl,-3.312751251
COC(=O)c1c(C)ccc(c1OCCN(C)C)C(C)C,-3.312656405
CCc1nc(N)nc(c1c1ccc(cc1)Cl)N,-3.311839431
CCC(=O)c1ccc(cc1)OCC(CN1CCN(CC1)c1ccc(c(c1)OC)OC)O.Cl.Cl,-3.31105723
CC(=O)c1ccc(cc1)c1ccccc1,-3.310355279
Cc1ccc(c(c1)C)C,-3.3099999
OC(=O)c1ccc(cc1)Cl,-3.3099999
Ic1cc(I)c(c(c1)C(=O)O)O,-3.3099999
CCCCCCCCC(=O)C,-3.3099999
O=C1C[C@@H]2OCC=C3[C@H]4[C@@H]2[C@@H]2N1c1ccccc1[C@]12CCN([C@]1(C4)O)C3,-3.30931053
CNCC/C=C/1\C2CC3CC1CC(C2)C3.Cl,-3.307914705
CCCCNc1ccc(cc1)C(=O)OCCN(C)C,-3.305934924
Clc1ccc(cc1)C(=O)Nc1ncccc1C,-3.305798756
O=C1C(=O)c2c3c1cccc3ccc2,-3.305578352
Ic1ccc2c(c1)nc(o2)N,-3.304440426
CCCCCCCCCCCCN(C)C.Cl,-3.304287217
O=C1CC[C@]2([C@@H](C1)CC[C@@H]1[C@@H]2CC[C@]2([C@]1(O)CC[C@@H]2C1=CC(=O)OC1)C)C,-3.303960378
CCC(c1ccccc1)C(=O)OCCN(CC)CC.Cl,-3.303701838
CC([NH2+]/C(=N/C(=N/c1ccc(cc1)Cl)/N)/N)C.[O-]C(=O)C,-3.303508979
Oc1ccc2c(c1)ccc(c2)Br,-3.303116242
CCCCOCC(OC(=O)C)COCCCC,-3.301642166
O[C@H]1CC[C@]2([C@](C1)(O)CC[C@@H]1[C@@H]2CC[C@]2([C@]31O[C@@H]3[C@@H]([C@@H]2c1ccc(=O)oc1)O)C)C,-3.301566279
CC1CCCC1,-3.3
CCCCCCCCOC(=O)N,-3.3
O=C(c1ccoc1C)Nc1ccccc1,-3.3
CCOc1cc(OCC)c(cc1C(=O)CCC(=O)O)OCC,-3.299557554
O=C1C(c2ccccc2)C(=O)c2c1cccc2,-3.298386287
CCCCc1cccc(c1)OCC(CO)O,-3.29775083
CCCCc1ccc(cc1)OCC(CO)O,-3.29775083
CCCCOc1ccc(cc1)/C=C/C(=O)NO,-3.296043588
ClCCC(=O)NCc1ccccc1,-3.295923185
O=C(Nc1ccc(cc1)I)NC=CP(=O)(N1CC1)N1CC1,-3.295022194
O=C(NC(=O)c1ccccc1)NNC(=O)c1ccccc1,-3.293864138
Clc1ccc(c(c1)Cl)C1(OC1Cl)C(=O)N,-3.292161581
CCC(C1(CC=C)C(=O)NC(=S)NC1=O)C,-3.290886611
O=C(Nc1ccccc1C(=O)N(c1ccccc1)C)CN1CCOCC1,-3.290615005
CC[C@H]1NC(=O)c2c(N1)cc(c(c2)S(=O)(=O)N)Cl,-3.29
CCC(C1(CC(=C)Br)C(=O)NC(=O)NC1=O)C,-3.28965659
CCC1CCC(C21C(=O)[N-]C(=S)NC2=O)C.[Na+],-3.288469506
CC(c1ccc(c(c1O)C(=O)O)C)C,-3.28831631
COC(=O)c1c(C)ccc(c1OCCN1CCOCC1)C(C)C,-3.286960742
Cc1cc(OCCCN2CSCC2)nc2c1cccc2.Cl.Cl,-3.286056417
CCC1NC(=O)c2c(N1)cc(c(c2)S(=O)(=O)N)Cl,-3.285908218
O[C@@H]1CC[C@]2([C@@H](C1)CC[C@@H]1[C@@H]2C[C@H](O)[C@]2([C@H]1CC[C@@H]2[C@@H](CCC(=O)[O-])C)C)C.[Na+],-3.285151041
CN(CCC(c1cccc2c1cccc2)(C(=O)N)CCN(C)C)C,-3.284725224
O=C(c1ccc(c(c1O)O)O)c1cc(O)c(c(c1)O)O,-3.284514255
OCCN1CCN(CC1)CC(COc1c(ccc(c1C(=O)OC)C)C(C)C)O,-3.284306346
CN([C@@H]1C(=O)C(=C([C@@]2([C@H]1C[C@H]1C(=C(O)c3c([C@@]1(C)O)cccc3O)C2=O)O)O)C(=O)N)C,-3.284013193
O=c1cc(C)c2c(o1)cc(c(c2)O)O,-3.28368559
OCC(COc1cc(C)ccc1C(C)C)O,-3.282643412
OCC(COc1cc(ccc1C)C(C)C)O,-3.282643412
OC(c1ccccc1)(C1CCCCC1)CCN1CCCC1.Cl,-3.282530947
O[C@H]1C=C[C@@H]2[C@@]34[C@H]1Oc1c4c(C[C@H]2N(CC3)C)ccc1O,-3.282180939
CNC(=O)c1c(cccc1c1ccccc1)OCC(=O)[O-].[Na+],-3.280709846
O[C@H]1C=C[C@H]2[C@]34[C@@H]1Oc1c4c(C[C@@H]2N(CC3)C)ccc1O,-3.28
CNC(=O)Oc1cccc2c1cccc2,-3.28
COc1ccc(nn1)NS(=O)(=O)c1ccc(cc1)N,-3.28
CCc1ccccc1CC,-3.28
[O-][n+]1c2ccccc2nc2c1cccc2,-3.2798817
c1ccc(cc1)N1CCN(CC1)Cc1ccc2c(n1)cccc2.Cl.Cl,-3.278897892
CC(C1(OC(=O)C)C(=O)NC(=O)NC1=O)c1ccccc1,-3.278118188
CC(c1ccc(cc1)Cl)(CC(O)(C)C)O,-3.277949239
CCCCNC(=O)OCC(CCC)(CO)C,-3.277883391
CCCCC(COC(=O)NCC)(CO)CC,-3.277883391
CC(OC(=O)c1ccccc1)CN1CCCCC1C,-3.277368327
SC/C(=N\CCCC12CC3CC(C2)CC(C1)C3)/N.Cl,-3.27718646
Ic1ccc(nc1)OCCCCCNCCSS(=O)(=O)O,-3.27673239
CCOC(=O)N1CSc2c1cccc2,-3.275369468
Clc1cc(Cl)c2c(c1O)nccc2,-3.272838983
CN1CC[C@@]23[C@H]([C@H]1Cc1c3cccc1)CCCC2,-3.272107992
Oc1cccc(c1)C(C1CCCCN1C)c1ccccc1.Cl,-3.271782845
OC(COc1ccc2c(c1)CCCC2)COC(=O)N,-3.271463622
CCCC(=O)Nc1ccc(c(c1)C(=O)C)OCC(CNC(C)C)O.Cl,-3.270550753
CC1=CCCCC1,-3.27
CC(c1ccccc1)C,-3.27
Clc1ccc(cc1)Cl,-3.27
Ic1cccc(c1)C(=O)O,-3.27
CC(=O)CCC1C(=O)N(N(C1=O)c1ccccc1)c1ccccc1,-3.27
CCCCCNCCOC(=O)c1ccc(cc1)N,-3.27
CC(/N=C(/N=C(/Nc1ccc(cc1)Cl)\N)\N)C.Cl,-3.269560822
C[NH2+]CC=C(c1cccc(c1)F)c1cccc(c1)F.[Cl-],-3.269539376
O=C(C(c1ccccc1)(c1ccccc1)O)OC1CN2CCC1CC2.Cl,-3.269532703
ClCCN(c1ccccc1)CCCl,-3.268659613
OCC(c1ccc(cc1)Br)C(=O)OC1CC2CCC(C1)N2C,-3.267314445
CC(C12CCC(OO1)(C=C2)C)C,-3.267068456
CN(CCC12CC3CC(C2)CC(C1)C3)C.Cl,-3.266493615
C/C(=C\C(=O)O)/C1CCCCC1,-3.26592407
ClCC(=O)Nc1nc2c(o1)ccc(c2)Cl,-3.265419034
Clc1ccc2c(c1)C(=NC(C(=O)N2C)O)c1ccccc1,-3.26361513
c1ccc(cc1)c1nnc(s1)c1ccccc1,-3.26319527
CCCN(CCC)CCOCCCOC(=O)c1ccc(cc1)N,-3.26294838
CCc1ccc(nc1)c1nc2c([nH]1)cccc2,-3.262488067
O=C(c1ccc[nH]c1=O)Nc1c(C)cccc1C,-3.262098102
C/C=C\c1ccc2c(c1)OCO2,-3.262095099
CCOC(=O)c1c(N)sc2c1CCN(C2)Cc1ccccc1,-3.261464005
CCC(C(c1ccccc1)(C(=O)N)CCN(C)C)C,-3.260596373
COC(=O)c1cc(Cl)cc(c1Cl)N,-3.26
COCN(c1c(CC)cccc1CC)C(=O)CCl,-3.26
CCCCCOC(=O)c1ccc(cc1)N,-3.26
CC(C(c1ccc(cc1)Cl)C(=O)O)C,-3.259526496
