순번,출발지 주소,중간집결지 주소,최종 도착지 주소,중간집결 기한,최종도착 기한,중간_최종거리
575555,경기도 과천시 관문로 106,충청북도 청주시 청원구 대성로 298,충청북도 보은군 장안로 328-33,30 days 14:00:00,30 days 14:00:00,33.72945409
575614,전라남도 여수시 쌍봉로 316,광주광역시 북구  우치로 336,광주광역시 북구 우치로 339,19 days 14:00:00,19 days 14:00:00,0.047970155
575698,광주광역시 북구 호동로73번길 74-4,광주광역시 북구  우치로 336,광주광역시 북구 우치로 339,20 days 14:00:00,20 days 14:00:00,0.047970155
575757,대전광역시 서구 용문로 93,대전광역시 서구 구봉산북로94번길 77,대전광역시 서구 구봉산북로 184-105,1 days 14:00:00,1 days 14:00:00,1.207032469
575772,경상남도 창원시 마산합포구 문화남11길 144,경상남도 창원시 진해구 충장로 10-40,경상남도 창원시 진해구 충장로 1,3 days 14:00:00,3 days 14:00:00,0.521513347
575988,경상남도 창원시 마산회원구 양덕남8길 13,경상남도 창원시 진해구 충무로 37,경상남도 창원시 진해구 충장로 1,1 days 14:00:00,1 days 14:00:00,0.664821219
576057,광주광역시 북구 양일로 70,광주광역시 북구  우치로 336,광주광역시 북구 우치로 339,20 days 14:00:00,20 days 14:00:00,0.047970155
576201,광주광역시 광산구 선운로2번길 7-5,광주광역시 북구  우치로 336,광주광역시 북구 우치로 339,20 days 14:00:00,20 days 14:00:00,0.047970155
576210,충청북도 청주시 상당구 중흥로 70,충청북도 청주시 청원구 대성로 298,충청북도 보은군 장안로 328-33,30 days 14:00:00,30 days 14:00:00,33.72945409
576234,강원특별자치도 홍천군 남면 설악로 396-2,강원특별자치도 홍천군 꽃뫼로 71,강원특별자치도 인제군 응봉길 26-315,2 days 14:00:00,2 days 14:00:00,31.29728488
576238,광주광역시 광산구 신창로35번길 80,광주광역시 북구  우치로 336,광주광역시 북구 우치로 339,20 days 14:00:00,20 days 14:00:00,0.047970155
576304,충청북도 청주시 흥덕구 오송읍 오송생명7로 102,충청북도 청주시 청원구 대성로 298,충청북도 보은군 장안로 328-33,30 days 14:00:00,30 days 14:00:00,33.72945409
576333,충청북도 청주시 상당구 대성로180번길 64,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,1 days 14:00:00,1 days 14:00:00,1.827972811
576363,충청북도 청주시 서원구 1순환로1137번길 19,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,1 days 14:00:00,1 days 14:00:00,1.827972811
576461,강원특별자치도 홍천군 화촌면 도심리길 269-22,강원특별자치도 홍천군 꽃뫼로 71,강원특별자치도 인제군 응봉길 26-315,2 days 14:00:00,2 days 14:00:00,31.29728488
576670,전라남도 순천시 삼산3길 33-3,광주광역시 북구 무등로 1522-1,광주광역시 북구 무등산천왕봉길 792,1 days 14:00:00,1 days 14:00:00,2.644723759
576723,충청북도 청주시 서원구 쌍샘로107번길 12,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,5 days 14:00:00,5 days 14:00:00,1.827972811
576732,충청북도 음성군 음성읍 예술로18번길 8,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,1 days 14:00:00,1 days 14:00:00,1.827972811
576742,경기도 파주시 청암로 82,경기도 고양시 덕양구 호국로 1718-16,경기도 고양시 덕양구 호국로 1718-19,1 days 14:00:00,1 days 14:00:00,0.042527429
576856,광주광역시 북구 용주로40번길 14-8,광주광역시 북구  우치로 336,광주광역시 북구 우치로 339,20 days 14:00:00,20 days 14:00:00,0.047970155
576870,서울특별시 서초구 언남9길 29,강원특별자치도 원주시 상지대길 83,강원특별자치도 인제군 금강로 1770,1 days 14:00:00,1 days 14:00:00,101.028113
576875,충청북도 청주시 서원구 내수동로114번길 58,충청북도 청주시 청원구 대성로 298,충청북도 보은군 장안로 328-33,30 days 14:00:00,30 days 14:00:00,33.72945409
577025,경기도 안산시 단원구 고잔로 81,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,3 days 14:00:00,3 days 14:00:00,1.827972811
577070,충청북도 청주시 상당구 남일면 효덕길 41-12,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,1 days 14:00:00,1 days 14:00:00,1.827972811
577126,충청북도 청주시 청원구 율량로 77,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,3 days 14:00:00,3 days 14:00:00,1.827972811
577127,충청북도 청주시 청원구 율천북로99번길 14,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,1 days 14:00:00,1 days 14:00:00,1.827972811
577129,경기도 시흥시 서해안로 1645,충청북도 청주시 청원구 대성로 298,충청북도 보은군 장안로 328-33,30 days 14:00:00,30 days 14:00:00,33.72945409
577133,충청북도 청주시 상당구 수영로 204,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,1 days 14:00:00,1 days 14:00:00,1.827972811
577136,충청북도 청주시 청원구 향군로74번길 26,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,1 days 14:00:00,1 days 14:00:00,1.827972811
577148,충청북도 청주시 청원구 율천북로165번길 53,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,1 days 14:00:00,1 days 14:00:00,1.827972811
577158,경기도 성남시 수정구 시민로 192,인천광역시 강화군 인화로 137-1,인천광역시 강화군 강화서로 1027-1,3 days 14:00:00,3 days 14:00:00,1.596786189
577179,충청북도 청주시 흥덕구 가로수로1308번길 42,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,1 days 14:00:00,1 days 14:00:00,1.827972811
577235,경상남도 창원시 마산합포구 노산서9길 20,경상남도 창원시 진해구 충장로 10-40,경상남도 창원시 진해구 충장로 1,2 days 14:00:00,2 days 14:00:00,0.521513347
577244,경상남도 창원시 의창구 동읍 자여로93번길 10-4,경상남도 창원시 진해구 충장로 10-40,경상남도 창원시 진해구 충장로 1,1 days 14:00:00,1 days 14:00:00,0.521513347
577365,대전광역시 동구 백룡로57번길 99,대전광역시 서구 구봉산북로94번길 77,대전광역시 서구 구봉산북로 184-105,1 days 14:00:00,1 days 14:00:00,1.207032469
577455,인천광역시 남동구 문화서로65번길 28-10,인천광역시 강화군 인화로 137-1,인천광역시 강화군 강화서로 1027-1,1 days 14:00:00,1 days 14:00:00,1.596786189
577486,충청북도 청주시 흥덕구 신전로175번길 119-2,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,3 days 14:00:00,3 days 14:00:00,1.827972811
577494,충청북도 청주시 흥덕구 강내면 탑연월곡길 31-12,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,1 days 14:00:00,1 days 14:00:00,1.827972811
577527,충청북도 청주시 흥덕구 서현중로27번길 29,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,1 days 14:00:00,1 days 14:00:00,1.827972811
577529,충청북도 청주시 흥덕구 충대로14번길 28,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,1 days 14:00:00,1 days 14:00:00,1.827972811
577567,충청북도 청주시 청원구 공항로64번길 5-6,충청북도 청주시 청원구 대성로 298,충청북도 보은군 장안로 328-33,30 days 14:00:00,30 days 14:00:00,33.72945409
577592,경상남도 창원시 마산합포구 문화동12길 16,경상남도 창원시 진해구 충장로 10-40,경상남도 창원시 진해구 충장로 1,1 days 14:00:00,1 days 14:00:00,0.521513347
577597,경상남도 거제시 옥포중앙로 79-1,경상남도 창원시 진해구 충장로 10-40,경상남도 창원시 진해구 충장로 1,1 days 14:00:00,1 days 14:00:00,0.521513347
577756,경기도 부천시 원미구 중동로165번길 38-7,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,1 days 14:00:00,1 days 14:00:00,1.827972811
577796,경상북도 김천시 공단1길 39,인천광역시 강화군 인화로 137-1,인천광역시 강화군 강화서로 1027-1,5 days 14:00:00,5 days 14:00:00,1.596786189
577981,경기도 양주시 화합로1325번길 22-33,충청북도 청주시 청원구 대성로 298,충청북도 보은군 장안로 328-33,30 days 14:00:00,30 days 14:00:00,33.72945409
578137,경기도 화성시 동탄대로시범길 53,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,1 days 14:00:00,1 days 14:00:00,1.827972811
578139,서울특별시 관악구 신사로10길 6-3,강원특별자치도 평창군 대관령면 대관령로 83,강원특별자치도 평창군 차항길 3,1 days 14:00:00,1 days 14:00:00,1.873124178
578140,충청북도 청주시 상당구 호미로 14,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,1 days 14:00:00,1 days 14:00:00,1.827972811
578187,충청북도 음성군 맹동면 맹골2길 15,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,1 days 14:00:00,1 days 14:00:00,1.827972811
578193,충청북도 단양군 단양읍 별곡3로 39-17,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,1 days 14:00:00,1 days 14:00:00,1.827972811
578235,충청북도 청주시 청원구 오창읍 구룡3길 21,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,1 days 14:00:00,1 days 14:00:00,1.827972811
578245,충청북도 청주시 서원구 장전로 18,충청북도 청주시 청원구 대성로 298,충청북도 보은군 장안로 328-33,30 days 14:00:00,30 days 14:00:00,33.72945409
578255,충청북도 청주시 청원구 상당로 249,충청북도 청주시 청원구 대성로 298,충청북도 보은군 장안로 328-33,30 days 14:00:00,30 days 14:00:00,33.72945409
578400,경상북도 구미시 고아읍 들성로 171-21,충청북도 청주시 청원구 대성로 298,충청북도 보은군 장안로 328-33,30 days 14:00:00,30 days 14:00:00,33.72945409
578624,대전광역시 서구 관저동로 42,대전광역시 서구 구봉산북로94번길 77,대전광역시 서구 구봉산북로 184-105,1 days 14:00:00,1 days 14:00:00,1.207032469
578643,전라남도 무안군 삼향읍 남악로250번길 60,세종특별자치시  당산로 333,세종특별자치시  세종로 2511,2 days 14:00:00,2 days 14:00:00,5.067947821
578652,광주광역시 광산구 선운로2번길 7-6,광주광역시 북구  우치로 336,광주광역시 북구 우치로 339,20 days 14:00:00,20 days 14:00:00,0.047970155
578800,충청북도 청주시 흥덕구 대농로 55,충청북도 청주시 청원구 대성로 298,충청북도 보은군 장안로 328-33,30 days 14:00:00,30 days 14:00:00,33.72945409
578806,충청북도 청주시 흥덕구 풍년로 40,충청북도 청주시 청원구 대성로 298,충청북도 보은군 장안로 328-33,30 days 14:00:00,30 days 14:00:00,33.72945409
578849,서울특별시 은평구 통일로 630,충청북도 청주시 청원구 대성로 298,충청북도 보은군 장안로 328-33,30 days 14:00:00,30 days 14:00:00,33.72945409
579088,경상남도 통영시 광도면 안정1길 53,경상남도 창원시 진해구 충장로 10-40,경상남도 창원시 진해구 충장로 1,1 days 14:00:00,1 days 14:00:00,0.521513347
579150,충청북도 청주시 서원구 모충로3번길 16,충청북도 청주시 청원구 대성로 298,충청북도 보은군 장안로 328-33,30 days 14:00:00,30 days 14:00:00,33.72945409
579192,충청북도 청주시 흥덕구 성봉로287번길 39,충청북도 청주시 청원구 대성로 298,충청북도 보은군 장안로 328-33,30 days 14:00:00,30 days 14:00:00,33.72945409
579321,경기도 부천시 소사구 호현로382번길 17,인천광역시 강화군 인화로 137-1,인천광역시 강화군 강화서로 1027-1,1 days 14:00:00,1 days 14:00:00,1.596786189
579387,경기도 의정부시 효자로 26,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,1 days 14:00:00,1 days 14:00:00,1.827972811
579422,충청북도 청주시 서원구 신성화로34번길 78,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,1 days 14:00:00,1 days 14:00:00,1.827972811
579438,전라남도 고흥군 고흥읍 홍교길 6,광주광역시 북구  우치로 336,광주광역시 북구 우치로 339,28 days 14:00:00,28 days 14:00:00,0.047970155
579472,광주광역시 남구 광복마을길 53,광주광역시 북구  우치로 336,광주광역시 북구 우치로 339,28 days 14:00:00,28 days 14:00:00,0.047970155
579803,경기도 부천시 원미구 중동로 187,충청북도 청주시 청원구 대성로 298,충청북도 보은군 장안로 328-33,30 days 14:00:00,30 days 14:00:00,33.72945409
579824,충청북도 청주시 서원구 서원남로58번길 31-2,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,1 days 14:00:00,1 days 14:00:00,1.827972811
579834,서울특별시 광진구 긴고랑로20길 38,경기도 평택시 고덕북로 75,경기도 평택시 신장로 55,3 days 14:00:00,3 days 14:00:00,1.603601841
579848,충청북도 청주시 서원구 두꺼비로 53,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,1 days 14:00:00,1 days 14:00:00,1.827972811
579852,충청북도 청주시 흥덕구 오송읍 오송가락로 235,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,1 days 14:00:00,1 days 14:00:00,1.827972811
579888,대전광역시 동구 우암로203번길 31,대전광역시 서구 구봉산북로94번길 77,대전광역시 서구 구봉산북로 184-105,1 days 14:00:00,1 days 14:00:00,1.207032469
580096,충청북도 청주시 서원구 두꺼비로60번길 12-8,충청북도 청주시 청원구 대성로 298,충청북도 보은군 장안로 328-33,30 days 14:00:00,30 days 14:00:00,33.72945409
580243,충청북도 청주시 청원구 오창읍 2산단로 167,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,1 days 14:00:00,1 days 14:00:00,1.827972811
580259,인천광역시 연수구 청량로 210,충청북도 청주시 청원구 대성로 298,충청북도 보은군 장안로 328-33,30 days 14:00:00,30 days 14:00:00,33.72945409
580292,경기도 고양시 일산서구 대산로 141,충청남도 서산시 신정2로 10-10,충청남도 서산시 신성로 330-1,2 days 14:00:00,2 days 14:00:00,0.568263606
580306,경기도 광명시 소하로 56,충청북도 청주시 청원구 대성로 298,충청북도 보은군 장안로 328-33,30 days 14:00:00,30 days 14:00:00,33.72945409
580355,경상남도 진주시 가호로 26,경상남도 창원시 진해구 충장로 10-40,경상남도 창원시 진해구 충장로 1,1 days 14:00:00,1 days 14:00:00,0.521513347
580492,충청북도 청주시 청원구 수암로88번길 20-16,충청북도 청주시 청원구 대성로 298,충청북도 보은군 장안로 328-33,30 days 14:00:00,30 days 14:00:00,33.72945409
580522,충청북도 청주시 서원구 모충로3번길 58,충청북도 청주시 청원구 대성로 298,충청북도 보은군 장안로 328-33,30 days 14:00:00,30 days 14:00:00,33.72945409
580662,경상북도 영주시 가흥로 345-27,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,5 days 14:00:00,5 days 14:00:00,1.827972811
580665,경기도 안성시 공도읍 서동대로 4079,충청남도 서산시 신정2로 10-10,충청남도 서산시 신성로 330-1,1 days 14:00:00,1 days 14:00:00,0.568263606
580681,세종특별자치시 대평1길 27,충청북도 청주시 청원구 대성로 298,충청북도 보은군 장안로 328-33,30 days 14:00:00,30 days 14:00:00,33.72945409
580696,충청북도 청주시 흥덕구 오송읍 오송생명12로 47,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,1 days 14:00:00,1 days 14:00:00,1.827972811
580717,경기도 안양시 만안구 병목안로 15,충청남도 서산시 신정2로 10-10,충청남도 서산시 신성로 330-1,1 days 14:00:00,1 days 14:00:00,0.568263606
580719,충청북도 진천군 덕산읍 대하로 114,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,1 days 14:00:00,1 days 14:00:00,1.827972811
581000,경기도 안산시 단원구 화정천동로 354,충청북도 청주시 청원구 대성로 298,충청북도 보은군 장안로 328-33,30 days 14:00:00,30 days 14:00:00,33.72945409
581014,인천광역시 서구 장고개로 375-3,인천광역시 강화군 인화로 137-1,인천광역시 강화군 강화서로 1027-1,1 days 14:00:00,1 days 14:00:00,1.596786189
581048,인천광역시 남동구 논고개로68번길 34,인천광역시 강화군 인화로 137-1,인천광역시 강화군 강화서로 1027-1,5 days 14:00:00,5 days 14:00:00,1.596786189
581067,경기도 평택시 현신7길 43,충청남도 서산시 신정2로 10-10,충청남도 서산시 신성로 330-1,1 days 14:00:00,1 days 14:00:00,0.568263606
581069,경기도 수원시 영통구 센트럴타운로22번길 36,충청남도 서산시 신정2로 10-10,충청남도 서산시 신성로 330-1,1 days 14:00:00,1 days 14:00:00,0.568263606
581075,경기도 용인시 기흥구 기흥로 29,충청남도 서산시 신정2로 10-10,충청남도 서산시 신성로 330-1,1 days 14:00:00,1 days 14:00:00,0.568263606
581076,경기도 성남시 수정구 산성대로225번길 10-8,충청남도 서산시 신정2로 10-10,충청남도 서산시 신성로 330-1,1 days 14:00:00,1 days 14:00:00,0.568263606
581133,광주광역시 광산구 소촌로42번길 163,광주광역시 북구  우치로 336,광주광역시 북구 우치로 339,20 days 14:00:00,20 days 14:00:00,0.047970155
581140,광주광역시 광산구 소촌로152번길 5,광주광역시 북구  우치로 336,광주광역시 북구 우치로 339,20 days 14:00:00,20 days 14:00:00,0.047970155
581307,경상남도 창원시 의창구 의안로56번길 15-1,경상남도 창원시 진해구 충장로 10-40,경상남도 창원시 진해구 충장로 1,1 days 14:00:00,1 days 14:00:00,0.521513347
581320,경상남도 하동군 옥종면 옥수로 173-4,경상남도 창원시 진해구 충장로 10-40,경상남도 창원시 진해구 충장로 1,1 days 14:00:00,1 days 14:00:00,0.521513347
581399,충청북도 청주시 청원구 상당로302번길 132-10,충청북도 청주시 청원구 대성로 298,충청북도 보은군 장안로 328-33,30 days 14:00:00,30 days 14:00:00,33.72945409
581412,충청북도 청주시 서원구 천수로24번길 6,충청북도 청주시 청원구 대성로 298,충청북도 보은군 장안로 328-33,30 days 14:00:00,30 days 14:00:00,33.72945409
581526,광주광역시 북구 설죽로148번길 75-5,광주광역시 북구  우치로 336,광주광역시 북구 우치로 339,20 days 14:00:00,20 days 14:00:00,0.047970155
581530,경기도 광명시 금당로 11,충청북도 청주시 청원구 대성로 298,충청북도 보은군 장안로 328-33,30 days 14:00:00,30 days 14:00:00,33.72945409
581534,경기도 시흥시 배미골길 23,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,1 days 14:00:00,1 days 14:00:00,1.827972811
581657,경기도 군포시 군포로683번안길 17-6,충청남도 서산시 신정2로 10-10,충청남도 서산시 신성로 330-1,1 days 14:00:00,1 days 14:00:00,0.568263606
582002,서울특별시 성동구 성수이로7길 34,충청북도 청주시 청원구 대성로 298,충청북도 보은군 장안로 328-33,30 days 14:00:00,30 days 14:00:00,33.72945409
582006,서울특별시 동대문구 답십리로59길 7,강원특별자치도 홍천군 꽃뫼로 71,강원특별자치도 인제군 응봉길 26-315,2 days 14:00:00,2 days 14:00:00,31.29728488
582121,경기도 고양시 일산서구 가좌3로 45,경기도 고양시 덕양구 호국로 1718-16,경기도 고양시 덕양구 호국로 1718-19,1 days 14:00:00,1 days 14:00:00,0.042527429
582139,충청북도 청주시 상당구 용정로 25,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,1 days 14:00:00,1 days 14:00:00,1.827972811
582140,충청북도 청주시 상당구 수영로 306,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,1 days 14:00:00,1 days 14:00:00,1.827972811
582144,충청북도 청주시 서원구 수곡로114번길 18-4,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,1 days 14:00:00,1 days 14:00:00,1.827972811
582156,경상북도 포항시 남구 해병로 125,경상남도 사천시 사천대로 1891-46,경상남도 사천시 사천대로 1949,1 days 14:00:00,1 days 14:00:00,0.877315457
582181,인천광역시 중구 햇내로안길 18-1,인천광역시 강화군 인화로 137-1,인천광역시 강화군 강화서로 1027-1,1 days 14:00:00,1 days 14:00:00,1.596786189
582229,경기도 수원시 영통구 영통로154번길 51-16,충청북도 청주시 청원구 대성로 298,충청북도 보은군 장안로 328-33,30 days 14:00:00,30 days 14:00:00,33.72945409
582295,경상남도 양산시 신덕계2길 15,경상남도 창원시 진해구 충장로 10-40,경상남도 창원시 진해구 충장로 1,1 days 14:00:00,1 days 14:00:00,0.521513347
582472,대전광역시 서구 청사로 70,충청북도 청주시 청원구 대성로 298,충청북도 보은군 장안로 328-33,30 days 14:00:00,30 days 14:00:00,33.72945409
582585,서울특별시 은평구 통일로 749-9,강원특별자치도 평창군 대관령면 대관령로 83,강원특별자치도 평창군 차항길 3,3 days 14:00:00,3 days 14:00:00,1.873124178
582626,충청북도 청주시 상당구 용정로 25,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,1 days 14:00:00,1 days 14:00:00,1.827972811
582674,충청북도 영동군 영동읍 동정로 39-30,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,1 days 14:00:00,1 days 14:00:00,1.827972811
582706,충청북도 청주시 상당구 동남로 2,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,1 days 14:00:00,1 days 14:00:00,1.827972811
582708,경상북도 경산시 경안로69길 12,부산광역시 해운대구 세실로 186,부산광역시 해운대구 백동길 43,5 days 14:00:00,5 days 14:00:00,2.762380738
582807,서울특별시 동작구 성대로6가길 111,충청북도 청주시 청원구 대성로 298,충청북도 보은군 장안로 328-33,30 days 14:00:00,30 days 14:00:00,33.72945409
582851,서울특별시 서대문구 연희로28길 35-28,세종특별자치시  당산로 333,세종특별자치시  세종로 2511,2 days 14:00:00,2 days 14:00:00,5.067947821
582856,광주광역시 북구 삼정로87번길 33,광주광역시 북구  우치로 336,광주광역시 북구 우치로 339,20 days 14:00:00,20 days 14:00:00,0.047970155
583124,충청북도 청주시 흥덕구 대신로74번길 21,충청북도 청주시 청원구 대성로 298,충청북도 보은군 장안로 328-33,30 days 14:00:00,30 days 14:00:00,33.72945409
583125,경기도 부천시 원미구 계남로 106,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,1 days 14:00:00,1 days 14:00:00,1.827972811
583154,경기도 의왕시 포일세거리로 73,경기도 평택시 고덕북로 75,경기도 평택시 신장로 55,3 days 14:00:00,3 days 14:00:00,1.603601841
583201,경상북도 구미시 선기로3길 51,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,1 days 14:00:00,1 days 14:00:00,1.827972811
583224,충청북도 청주시 서원구 모충로124번길 53,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,1 days 14:00:00,1 days 14:00:00,1.827972811
583241,충청북도 청주시 상당구 용암로 3,충청북도 청주시 청원구 외남로 39,충청북도 청주시 청원구 원통숲안1길 39,1 days 14:00:00,1 days 14:00:00,1.827972811
583252,강원특별자치도 춘천시 백령로23번길 24,강원특별자치도 홍천군 꽃뫼로 71,강원특별자치도 인제군 응봉길 26-315,2 days 14:00:00,2 days 14:00:00,31.29728488
583298,충청북도 청주시 흥덕구 대농로 17,충청북도 청주시 청원구 대성로 298,충청북도 보은군 장안로 328-33,30 days 14:00:00,30 days 14:00:00,33.72945409
583591,충청북도 청주시 청원구 내수읍 마산길 72,충청북도 청주시 청원구 대성로 298,충청북도 보은군 장안로 328-33,30 days 14:00:00,30 days 14:00:00,33.72945409
583610,충청북도 청주시 청원구 오창읍 2산단로 167,충청북도 청주시 청원구 대성로 298,충청북도 보은군 장안로 328-33,30 days 14:00:00,30 days 14:00:00,33.72945409
583632,세종특별자치시 보듬4로 111,세종특별자치시  당산로 333,세종특별자치시  세종로 2511,2 days 14:00:00,2 days 14:00:00,5.067947821
583665,경기도 안성시 서운면 오촌길 81-17,충청북도 청주시 청원구 대성로 298,충청북도 보은군 장안로 328-33,30 days 14:00:00,30 days 14:00:00,33.72945409
583933,전라남도 여수시 양지1길 5,광주광역시 북구  우치로 336,광주광역시 북구 우치로 339,28 days 14:00:00,28 days 14:00:00,0.047970155
583967,경상남도 진주시 금산면 중장로154번길 49,충청북도 청주시 청원구 대성로 298,충청북도 보은군 장안로 328-33,30 days 14:00:00,30 days 14:00:00,33.72945409
583991,충청북도 청주시 서원구 남들로35번길 77,충청북도 청주시 청원구 대성로 298,충청북도 보은군 장안로 328-33,30 days 14:00:00,30 days 14:00:00,33.72945409
584061,대전광역시 서구 구봉산북로 165,대전광역시 서구 구봉산북로94번길 77,대전광역시 서구 구봉산북로 184-105,1 days 14:00:00,1 days 14:00:00,1.207032469
584071,충청북도 청주시 청원구 상당로218번길 11-5,충청북도 청주시 청원구 대성로 298,충청북도 보은군 장안로 328-33,30 days 14:00:00,30 days 14:00:00,33.72945409
584460,경상남도 창원시 진해구 냉천로108번길 6,경상남도 창원시 진해구 충무로 37,경상남도 창원시 진해구 충장로 1,1 days 14:00:00,1 days 14:00:00,0.664821219
584492,경상북도 포항시 북구 중흥로171번길 7,충청북도 청주시 청원구 대성로 298,충청북도 보은군 장안로 328-33,30 days 14:00:00,30 days 14:00:00,33.72945409
584548,경기도 파주시 청암로 27,충청북도 청주시 청원구 대성로 298,충청북도 보은군 장안로 328-33,30 days 14:00:00,30 days 14:00:00,33.72945409
584600,충청북도 청주시 흥덕구 2순환로 1225,충청북도 청주시 청원구 대성로 298,충청북도 보은군 장안로 328-33,30 days 14:00:00,30 days 14:00:00,33.72945409
584714,광주광역시 서구 상무대로916번길 9,광주광역시 북구  우치로 336,광주광역시 북구 우치로 339,20 days 14:00:00,20 days 14:00:00,0.047970155
585103,충청북도 청주시 서원구 창직로12번길 24,충청북도 청주시 청원구 대성로 298,충청북도 보은군 장안로 328-33,30 days 14:00:00,30 days 14:00:00,33.72945409
585150,세종특별자치시 새롬중앙로 90,충청북도 청주시 청원구 대성로 298,충청북도 보은군 장안로 328-33,30 days 14:00:00,30 days 14:00:00,33.72945409
585188,충청북도 제천시 장락로 62,충청북도 청주시 청원구 대성로 298,충청북도 보은군 장안로 328-33,30 days 14:00:00,30 days 14:00:00,33.72945409
585195,충청북도 청주시 서원구 남이면 2순환로 1717,충청북도 청주시 청원구 대성로 298,충청북도 보은군 장안로 328-33,30 days 14:00:00,30 days 14:00:00,33.72945409
585414,경상남도 창원시 진해구 태평로 150,경상남도 창원시 진해구 충무로 37,경상남도 창원시 진해구 충장로 1,1 days 14:00:00,1 days 14:00:00,0.664821219
585447,경상남도 창원시 마산합포구 노산서18길 142,경상남도 창원시 진해구 충장로 10-40,경상남도 창원시 진해구 충장로 1,3 days 14:00:00,3 days 14:00:00,0.521513347
585492,강원특별자치도 철원군 갈말읍 명성로139번길 13-22,강원특별자치도 원주시 상지대길 83,강원특별자치도 인제군 금강로 1770,1 days 14:00:00,1 days 14:00:00,101.028113
585547,전라남도 순천시 왕지3길 60,광주광역시 북구  우치로 336,광주광역시 북구 우치로 339,20 days 14:00:00,20 days 14:00:00,0.047970155
585570,강원특별자치도 홍천군 남면 양덕원1길 20-6,강원특별자치도 홍천군 꽃뫼로 71,강원특별자치도 인제군 응봉길 26-315,2 days 14:00:00,2 days 14:00:00,31.29728488
585668,대전광역시 동구 우암로326번길 48-1,대전광역시 서구 구봉산북로94번길 77,대전광역시 서구 구봉산북로 184-105,1 days 14:00:00,1 days 14:00:00,1.207032469
585885,대전광역시 서구 관저로 83,대전광역시 서구 구봉산북로94번길 77,대전광역시 서구 구봉산북로 184-105,1 days 14:00:00,1 days 14:00:00,1.207032469
586018,전라남도 여수시 율촌면 율촌송도길 484,광주광역시 북구  우치로 336,광주광역시 북구 우치로 339,20 days 14:00:00,20 days 14:00:00,0.047970155
